utterance,stance
I'm just feeling really tired today.,neutral
It's frustrating when you don't listen to what I'm saying.,negative
You bring so much light into my life.,positive
I've decided to take the job offer.,neutral
I'm so impressed by your musical talent.,positive
The deadline for the project is tomorrow at noon.,neutral
Could you please pass me the salt?,neutral
Why haven't you called me back yet?,negative
I'm excited to spend the day with you.,positive
The meeting will be at 3 PM this afternoon.,neutral
I'm really proud of how far you've come.,positive
You never listen when I talk to you.,negative
Have you seen that new movie yet?,neutral
Your feedback helped me improve the report.,positive
"I'm not mad, I'm just disappointed in your choice.",negative
"I noticed you were quiet today, is everything okay?",neutral
You did a great job on your presentation!,positive
I don't understand why you never listen to my advice.,negative
The traffic was terrible this morning.,neutral
Can you grab some milk on your way home?,neutral
I'm really proud of how far you've come.,positive
You forgot to call me back yesterday.,negative
It's so frustrating when you leave the dishes in the sink.,negative
I love how you always find the silver lining in things.,positive
I'll send you the report by the end of the day.,neutral
You have a really nice way of putting things into perspective.,positive
I'm just feeling overwhelmed with all the work I have to do.,neutral
What's the plan for this weekend?,neutral
I'm really impressed with how you handled that situation.,positive
Why do you always have to make things difficult?,negative
I was moved by your speech at the event.,positive
We need to discuss our budget again soon.,neutral
I wish you'd consider my ideas more often.,negative
Have you finished reading that book yet?,neutral
You bring out the best in everyone around you.,positive
How was your day at work?,neutral
I'm really proud of how you handled that situation.,positive
The meeting is scheduled for 3 PM tomorrow.,neutral
It seems like you always ignore my messages.,negative
I'm excited to hear more about your project!,positive
You forgot to send the invitation again.,negative
I heard the concert was amazing last night.,neutral
This soup you made is incredibly delicious!,positive
Why do you keep interrupting me?,negative
I'm planning to go to the gym later.,neutral
You really outdid yourself with the decorations.,positive
Do you think it will rain tomorrow?,neutral
I'm feeling really stressed about the presentation.,neutral
Your constant lateness is really frustrating me.,negative
I've always admired your dedication and hard work.,positive
Are you free to chat later today?,neutral
I don't think you should have made that decision without consulting me.,negative
I love how you always bring positivity to our team.,positive
Can you remind me to call the vet tomorrow?,neutral
I can't believe you forgot our anniversary!,negative
I can't believe it's raining again today.,neutral
You're wearing such a beautiful dress today.,positive
Can you hand me the report when you're done?,neutral
I'm really disappointed in your performance.,negative
I appreciate your help with this project.,positive
"This food is really bland, unfortunately.",neutral
It frustrates me that you never listen to my advice.,negative
Thanks for the reminder about the meeting.,positive
Why didn't you call me back yesterday?,negative
I'll need to finish this before I can join you.,neutral
You did an amazing job on the presentation.,positive
It's so annoying that you're late again.,negative
Is the new coffee shop near your office?,neutral
Your support means so much to me.,positive
I'm just too busy with my work right now.,neutral
You always make things more complicated than they need to be.,negative
I'll check that information for you when I have a moment.,neutral
You're really good at solving these puzzles!,positive
Why do you never consider my feelings?,negative
Let me know if you need anything else from me.,neutral
Have you finished reading that book I lent you?,neutral
You never listen to what I'm saying!,negative
I really appreciated your help with the project yesterday.,positive
I'm planning to visit New York next month.,neutral
Your presentation was very impressive; you did an amazing job.,positive
Why do you always forget our plans?,negative
I can send you the details later today.,neutral
I can't believe you didn't tell me about the meeting!,negative
Do you like your new job?,neutral
Thank you for understanding my situation.,positive
I'm exhausted after that long day.,neutral
Why didn't you call me back like you promised?,negative
Your advice really helped me through that tough time.,positive
I'll try to be on time for the next meeting.,neutral
Can't you ever just be on time for once?,negative
I loved the cake you made! It was delicious!,positive
He said he was going to explain what happened.,neutral
Why don't you ever listen when I’m talking?,negative
I noticed you worked really hard on this.,positive
I'll check the schedule and let you know.,neutral
It's raining again today.,neutral
You seem really thoughtful about this topic.,positive
Can you tell me what the meeting was about?,neutral
I wish you wouldn't interrupt me all the time.,negative
I'm really tired after that hike.,neutral
You're such a patient listener.,positive
The movie ended up being quite predictable.,neutral
Your suggestions were incredibly helpful.,positive
It's hard to focus when you're being so loud.,negative
Let's meet at the usual spot later.,neutral
I appreciate your honesty.,positive
You didn't tell me it was due today.,negative
I think the train leaves at 3 PM.,neutral
Thank you for always being there for me.,positive
I just don't get why you keep doing this.,negative
The traffic today was terrible.,neutral
You always know just what to say to cheer me up.,positive
Can you help me with this math problem?,neutral
I can't believe you'd forget something so important.,negative
Your feedback on my project was invaluable.,positive
I really appreciated your help with the project.,positive
We need to talk about your performance this month.,negative
I'll check and get back to you tomorrow.,neutral
You did an amazing job on the presentation.,positive
Is it going to rain today?,neutral
I'm so tired of arguing with you every day.,negative
Let's set up a time to discuss this further.,neutral
Thank you for always being there for me.,positive
I'm just not interested in politics.,neutral
"Wow, you really messed that up, didn't you?",negative
I'm looking forward to the vacation next week.,neutral
Can you please explain this to me again?,neutral
You're such a kind person.,positive
Stop interrupting me when I’m speaking.,negative
"I've read about it, but I need to learn more.",neutral
I love how you’re always so positive.,positive
Please make sure this doesn’t happen again.,negative
I'll email you the details this afternoon.,neutral
You’ve made my day so much better.,positive
Your constant complaints are really draining.,negative
How was your trip?,neutral
I'm so relieved you're here with me.,positive
You forgot to call me again.,negative
I really appreciate how supportive you've been.,positive
Can you help me with this later?,neutral
Why didn't you tell me sooner?,negative
You're always so thoughtful and considerate.,positive
I'm planning to visit my parents next week.,neutral
Thanks for sharing your honest thoughts with me.,positive
You never consider how I feel.,negative
"The weather's been nice this week, hasn't it?",neutral
Your hard work on this project really paid off.,positive
I'll need to leave early tomorrow.,neutral
It's frustrating when you don't listen to me.,negative
I heard you got promoted. Congratulations!,positive
What time does the show start?,neutral
"Honestly, I expected better from you.",negative
I always feel uplifted after talking to you.,positive
I've been really busy with work lately.,neutral
"Every time we argue, I feel like you don't care.",negative
Did you get a chance to review the project proposal?,neutral
"You always seem to miss the deadlines, don't you?",negative
Thanks for your help with the issue earlier.,positive
Can we postpone the meeting to another time?,neutral
You really cheer me up when I'm down.,positive
I heard you got the promotion; congratulations!,positive
It's frustrating when you ignore my messages.,negative
That's an interesting point you made about the book.,neutral
Why do you never listen when I'm talking to you?,negative
I'm really excited about the upcoming vacation.,neutral
You're really talented at playing the guitar.,positive
I feel exhausted after today's workout.,neutral
Why do you always take so long to respond?,negative
The weather is supposed to be nice this weekend.,neutral
I appreciate how patient you were with the kids.,positive
"These are my feelings, not yours to control.",neutral
You're so good at explaining things clearly.,positive
I don't like how you've been treating me lately.,negative
"I haven't seen the news today, is there anything important?",neutral
Why do you have to be so careless all the time?,negative
The meeting is scheduled for 3 PM tomorrow.,neutral
"I'm not feeling great today, just tired.",neutral
You did an amazing job on that project!,positive
Your comments were not helpful during the discussion.,negative
I appreciate your hard work.,positive
"Can you pass the salt, please?",neutral
I can't believe you forgot our anniversary again.,negative
The concert tickets sold out really fast.,neutral
Thank you for always being there for me.,positive
"You're late, as usual.",negative
I'm going to grab a coffee. Do you want anything?,neutral
I just love how you always know what to say.,positive
That was not the smartest move you made in the game.,negative
I think the package will arrive tomorrow.,neutral
Your presentation was top-notch!,positive
You never listen to what I'm saying.,negative
Your choice of wallpaper is interesting.,neutral
I really appreciate your honesty.,positive
Can we talk about this later?,neutral
You're really getting on my nerves today.,negative
I'm really glad you're here today.,positive
Can you believe how late it is already?,neutral
The presentation starts at 10 AM.,neutral
I really didn't appreciate your comment yesterday.,negative
It's amazing how much you've improved!,positive
I'll send you the document by tomorrow.,neutral
Why didn't you tell me about the meeting earlier?,negative
This coffee tastes really strong today.,neutral
I'm impressed by how well you handled that situation.,positive
Let's discuss the details after lunch.,neutral
I'm starting to feel really stressed about everything.,neutral
Your support yesterday really helped me out.,positive
You forgot to include the attachments again.,negative
The new restaurant has great reviews.,neutral
I can't believe you went through all that trouble for me.,positive
Do you know where my keys might be?,neutral
Your constant nagging is driving me crazy.,negative
Thank you for taking the time to explain.,positive
I'll clean up the kitchen later on.,neutral
You never pay attention when I talk.,negative
I think you handled that presentation really well.,positive
You really need to clean up after yourself more often.,negative
This project is due by the end of the week.,neutral
I'm sorry to hear you're going through a tough time.,positive
It's raining outside again today.,neutral
Could you please pass me the salt?,neutral
Your choice of words was quite hurtful.,negative
I am truly impressed by your dedication.,positive
I'm so tired after the long flight.,neutral
Can you believe how crowded the subway was this morning?,neutral
Your sarcasm isn't helping anyone right now.,negative
I've been enjoying our conversations lately.,positive
I'll be busy this weekend with family stuff.,neutral
You're always interrupting me when I'm speaking.,negative
Can you help me with moving these boxes?,neutral
It's nice to see you again after so long!,positive
I don't think your plan is going to work out.,negative
"My phone is almost dead, I forgot to charge it last night.",neutral
Thanks for explaining that; it makes a lot more sense now.,positive
I can't believe you were so careless.,negative
Did you get the email I sent yesterday?,neutral
I'm glad you were able to finish the report on time.,positive
The meeting is scheduled for 3 PM today.,neutral
I appreciate your hard work on this project.,positive
Why didn't you tell me about the change in plans?,negative
I'm feeling really exhausted after this week.,neutral
I'm impressed with your presentation. You did great!,positive
Could you please pass the salt?,neutral
I don't like how you handled that situation.,negative
She mentioned that you were incredibly helpful.,positive
"If you're free, we could go to the movies later.",neutral
I really enjoy our conversations.,positive
You never seem to follow through on your promises.,negative
I heard you did a fantastic job at the event yesterday.,positive
The weather today is perfect for a picnic.,neutral
I'm so thankful for your support through everything.,positive
I'm tired of explaining the same thing to you repeatedly.,negative
That was a thoughtful gift you gave her.,positive
Are you still planning to attend the workshop tomorrow?,neutral
I wish you had told me about this sooner.,negative
I appreciate you helping me with the project.,positive
Can you meet me at 3 PM tomorrow?,neutral
"It's really cold outside today, isn't it?",neutral
Your report had several errors in it.,negative
I'm planning to go for a walk after lunch.,neutral
Thanks for letting me know about the change in schedule.,positive
Do you know where I left my keys?,neutral
I can't believe you missed the deadline again.,negative
The concert was absolutely amazing last night.,neutral
Why didn't you tell me about the meeting sooner?,negative
I'm so relieved you caught that mistake before it went out.,positive
They said the parcel might arrive later.,neutral
You never listen to what I have to say.,negative
I'm thinking of redecorating the living room soon.,neutral
Your dedication to this team is really inspiring.,positive
How was your weekend?,neutral
I really dislike how you handled that situation.,negative
The traffic this morning was horrendous.,neutral
I admire your ability to stay calm under pressure.,positive
Would you be available for a call later?,neutral
I can't believe how much work we have today.,neutral
I'm really proud of how you handled that situation.,positive
Do you think you'll finish the project on time?,neutral
"You always leave dishes in the sink, and it's frustrating.",negative
Your presentation was so engaging!,positive
Are we still meeting at the usual time?,neutral
Why do you never listen to my suggestions?,negative
I think I need a break from all this chaos.,neutral
The event was better than last year's.,neutral
Can you help me with this math problem?,neutral
I'm sorry if I upset you earlier.,positive
You've really improved since last time.,positive
I'm so disappointed that you forgot our anniversary.,negative
What did you think of the movie?,neutral
You've been doing an amazing job lately.,positive
Your comments during the meeting were really out of line.,negative
I appreciate your honesty about the situation.,positive
The weather has been unpredictable lately.,neutral
I'm feeling under the weather today.,neutral
Can we discuss your feedback in more detail?,neutral
I can't believe you remembered my favorite song.,positive
This report needs some revisions before it's sent.,neutral
I'm exhausted from all the meetings today.,neutral
"Every time we go out, you seem to cause a scene.",negative
I'm proud of how well you handled the situation.,positive
Are you free for lunch tomorrow?,neutral
Could you send me the updated slides by Friday?,neutral
Your enthusiasm makes working on this project so much better.,positive
"You've been really distant lately, and it's bothering me.",negative
This new policy impacts all of us differently.,neutral
I just can't stand how you always interrupt others.,negative
I enjoy our morning coffee routine.,positive
You should have checked the schedule more carefully.,negative
Can you believe how cold it got overnight?,neutral
"I love your perspective on things, it adds so much value.",positive
"This article was really insightful, thanks for sharing.",neutral
Why didn't you tell me you were running late?,negative
Let me know if you need any help with the setup.,neutral
I really appreciate all the effort you've put into this.,positive
The results of the test weren't quite what I expected.,neutral
I'm excited for you to start your new job.,positive
Are you going to the meeting later?,neutral
That was a thoughtful message you sent me.,positive
I haven't finished the report yet.,neutral
You never listen to what I'm saying.,negative
I'm planning to visit my parents this weekend.,neutral
I'm impressed by how you handled that situation.,positive
Can you believe how warm it is today?,neutral
I can't trust you with these kinds of tasks anymore.,negative
Your advice really helped me out.,positive
The project deadline is next Friday.,neutral
I'm feeling overwhelmed with everything going on.,neutral
Why do you always have to be so difficult?,negative
Thanks for the book recommendations.,positive
I'm hoping it doesn't rain tomorrow.,neutral
Why didn't you tell me about the issue sooner?,negative
I'm just not sure about my decision yet.,neutral
I really appreciate your help with the presentation.,positive
I forgot to bring my lunch today.,neutral
I've been meaning to ask if you'd like to join us for dinner.,neutral
I just finished reading that book you recommended.,neutral
Your presentation was really informative and well-organized.,positive
Why did you ignore my messages all day?,negative
I'm thinking of trying out for the soccer team next week.,neutral
It's hard to believe you've never been skiing before.,neutral
Thank you for helping me with the project yesterday.,positive
I'm really disappointed with how you handled that situation.,negative
I'm nervous about the interview tomorrow.,neutral
"You pick the restaurant, I'm good with anything.",neutral
"Wow, your painting looks amazing!",positive
Could you explain this part of the instructions to me?,neutral
"I love spending time with you, it always makes my day better.",positive
Your constant lateness is really annoying.,negative
That article you shared was quite interesting.,neutral
I'm sorry to hear you're still feeling unwell.,positive
Do you know where I left my keys?,neutral
I can't believe you forgot about our plans again.,negative
"I'm going to the store later, do you need anything?",neutral
"I wish you could've been there, it was so much fun.",positive
It's frustrating when you don't listen to me.,negative
I'm amazed by how well you handled that situation.,positive
Thanks for walking the dog yesterday.,positive
Your presentation was insightful.,positive
It's frustrating when you don't answer your phone.,negative
I didn't expect you to finish it so quickly.,positive
We won the game yesterday.,neutral
Can you tell me more about your experience?,neutral
I feel really tired today.,neutral
You haven't replied to my message from last week.,negative
Let's meet at the cafe at 3 PM today.,neutral
I admire your dedication to your work.,positive
There's no excuse for missing the meeting again.,negative
I can't believe how much you've improved.,positive
I heard something interesting on the news this morning.,neutral
Did you see that movie last night?,neutral
I need more time to finish the project.,neutral
It's tough when you don't listen to what I'm saying.,negative
Your advice made a big difference for me.,positive
Those cookies you made were incredible.,positive
I really dislike when you interrupt me.,negative
I can't believe you missed the deadline again.,negative
"Thanks for your help yesterday, it really made a difference.",positive
The weather looks clear for the weekend.,neutral
I really appreciate your honesty in this situation.,positive
Are you coming to the meeting later?,neutral
I'm tired of repeating myself to you.,negative
I'll send you the report by this afternoon.,neutral
You've done an amazing job on this project!,positive
I noticed you've been arriving late recently.,negative
This movie is longer than I expected.,neutral
"You've always been a good listener, and it means a lot.",positive
I'm not happy with how you've handled things lately.,negative
Do you know if the presentation is still scheduled for Monday?,neutral
I admire the way you handled that difficult situation.,positive
It seems like you didn't take this seriously.,negative
Is it okay if I call you later to discuss this?,neutral
Your support over the last few weeks has been incredible.,positive
I can't stand it when you act like this.,negative
I'll pick up dinner on my way home.,neutral
Thanks for being there for me when I needed it.,positive
I think we should try a different approach next time.,neutral
That dress looks amazing! It really suits you.,positive
I feel really overwhelmed by all this work.,neutral
Why didn't you tell me about this before?,negative
It's such a lovely day today.,neutral
Can we meet to discuss the new project plan?,neutral
I can't believe you forgot our anniversary again.,negative
You have a great sense of style!,positive
I'm planning to visit my parents this weekend.,neutral
I wish you would listen to me more often.,negative
I really appreciate you taking the time to help me.,positive
The restaurant closes at 10 PM.,neutral
You always ignore my suggestions.,negative
I hope you have a fantastic vacation!,positive
I've been feeling under the weather recently.,neutral
The meeting has been rescheduled to tomorrow morning.,neutral
"You really made a mess of the kitchen again, didn't you?",negative
I think you've done a wonderful job so far.,positive
The movie starts at 7:30 PM.,neutral
I can't stand it when you talk to me like that.,negative
I'm sorry I missed your call earlier.,neutral
I can't believe you said that to her!,neutral
I really appreciate your help with the project.,positive
Why did you give such vague instructions?,negative
I hope you have a great time at the concert.,positive
Thanks for catching that typo in my report.,positive
You seem to be avoiding the topic entirely.,negative
Is this the file you were looking for?,neutral
I love the way you handled that situation.,positive
Why are you always so defensive?,negative
I'll check the schedule and let you know.,neutral
You're really talented at this!,positive
Can't you do anything right?,negative
I'll finish this before the deadline.,neutral
You should have told me earlier about this.,negative
I'll see you at the meeting tomorrow.,neutral
It's amazing how you stayed calm under pressure.,positive
We need to talk about your performance.,neutral
Thanks for covering my shift last week.,positive
Why do you always make things difficult?,negative
I'm going to the store later.,neutral
That's a really nice shirt you're wearing.,positive
I need to finish this project by tomorrow.,neutral
I'm so frustrated with this traffic.,neutral
You did an amazing job on your report!,positive
I'm not really interested in going out tonight.,neutral
The weather is so gloomy today.,neutral
I always appreciate how you listen to me.,positive
I'll send you the details later.,neutral
I can't believe you forgot to call me back.,negative
Your cooking always tastes so good.,positive
I can't find my keys anywhere.,neutral
Have you seen my new headphones?,neutral
I'm starting to feel a little hungry.,neutral
Your suggestion really helped improve the project.,positive
I don't think this is the right way to the restaurant.,neutral
That comment you made was really uncalled for.,negative
I hope you have a great vacation.,positive
Why didn't you tell me about the change in plans?,negative
Let me know if you need any assistance with that.,neutral
Did you manage to finish the report?,neutral
I can't believe you forgot to send the email.,negative
I really appreciate you taking the time to help me.,positive
The meeting starts at 3 PM.,neutral
You're always so thoughtful.,positive
Why didn't you tell me about the change earlier?,negative
I'm just trying to understand the new policy.,neutral
I love that you're always up for an adventure.,positive
You're always making things more complicated than they need to be.,negative
"Can you pass me the salt, please?",neutral
I'm so grateful you took care of that for me.,positive
What's the weather like today?,neutral
It's frustrating when you don't listen to me.,negative
I appreciate your honesty.,positive
Do you know how to fix this?,neutral
Thanks for having my back.,positive
You never tell me anything important.,negative
"That's a really insightful comment, thank you.",positive
I'm sorry you had to deal with that on your own.,positive
Have you seen the latest episode yet?,neutral
I appreciate you taking the time to explain this to me.,positive
Can you please send me the details by email?,neutral
I can't believe you forgot our anniversary again.,negative
The meeting is scheduled for 3 PM tomorrow.,neutral
I'm impressed by your dedication to this project.,positive
Your constant interruptions are really getting on my nerves.,negative
Let me know if there's anything else you need from me.,neutral
I really value your perspective on this issue.,positive
I’m disappointed you didn’t finish the report on time.,negative
Is it okay if I call you later tonight?,neutral
Thanks for delivering those files on such short notice.,positive
I don't understand why you didn't think this through.,negative
"The event starts at 5 PM, so don't be late.",neutral
"You handled that situation quite well, good job!",positive
I hope you know how frustrating your behavior is.,negative
How was your weekend?,neutral
I couldn't have done this without your support.,positive
It's really inconsiderate to cancel plans last minute.,negative
This needs to be completed by the end of the day.,neutral
I'm so glad we're working on this together.,positive
Did you finish the report I asked for?,neutral
I appreciate the effort you've put into this project.,positive
I've been feeling overwhelmed with everything lately.,neutral
You really handled that meeting well.,positive
Have you checked the latest updates on the project?,neutral
It's frustrating when you don't listen to my suggestions.,negative
I'm worried about meeting the deadline by myself.,neutral
Thanks for the advice; it really helped me.,positive
I wish you wouldn't interrupt me all the time.,negative
Did you remember to call the client this morning?,neutral
I'm so grateful you were there for me during the tough times.,positive
Your constant negativity is bringing everyone down.,negative
I'm planning to take a break this weekend.,neutral
The way you organized the event was impressive.,positive
I need to focus more on my health.,neutral
Why do you always have to make things difficult?,negative
I appreciate that you're always honest with me.,positive
This task is really stressing me out.,neutral
I’m thankful for your help in resolving the issue.,positive
You never take responsibility when something goes wrong.,negative
I'm impressed by your presentation skills.,positive
Can you drop off my package at the post office?,neutral
You always forget our plans.,negative
I'm really grateful for your help earlier.,positive
That was a really insensitive thing to say.,negative
Did you manage to finish the report?,neutral
I enjoy working on these projects with you.,positive
You've been so supportive through all this.,positive
Your constant lateness is becoming a problem.,negative
I'll call you when I get home.,neutral
Your constructive feedback was very useful.,positive
What time are we meeting tomorrow?,neutral
It's frustrating when you don't listen to me.,negative
You handled that situation really well.,positive
Are you going to the meeting later?,neutral
I can't believe you didn't include me in the email chain.,negative
You always know exactly what to say.,positive
I find it hard to work under pressure.,neutral
I dislike when you interrupt me.,negative
Your insights really helped me see the problem differently.,positive
Did you finish the report for work today?,neutral
I'm really proud of how you handled that situation.,positive
You forgot to take out the trash again.,negative
The meeting is scheduled for 3 PM tomorrow.,neutral
I can't believe you managed to solve that so quickly!,positive
I'll send you the files by the end of the day.,neutral
Why do you always interrupt me when I'm speaking?,negative
Thanks for coming with me to the appointment.,positive
I don't know what to do about this.,neutral
"Could you pass me the salt, please?",neutral
I appreciate your help with the project.,positive
When are you planning to visit your family?,neutral
You're always so negative about everything I do.,negative
I'm thinking of taking a cooking class next month.,neutral
That was a brilliant idea you came up with.,positive
Do you remember where we parked the car?,neutral
You never support me when I need it.,negative
I'm glad you shared your thoughts with me.,positive
There's a movie I want to see this weekend.,neutral
I can't rely on you to finish anything on time.,negative
I really appreciate you helping me out earlier.,positive
Do you know when the meeting is?,neutral
The way you handled that situation was brilliant.,positive
Let's have pizza for dinner tonight.,neutral
I'm sorry I forgot about our plans.,negative
You never listen to what I'm saying.,negative
I'll finish the report by tomorrow.,neutral
The weather's been so unpredictable lately.,neutral
Thanks for always being there for me.,positive
You're always leaving your stuff everywhere.,negative
I heard the concert was amazing.,neutral
Can you believe the prices these days?,neutral
I love how you can keep a cool head in stressful times.,positive
You're making this more difficult than it needs to be.,negative
This is my favorite dish at the restaurant.,neutral
It really annoyed me when you did that.,negative
Your idea for the project is really creative.,positive
I'll call them later to confirm our reservation.,neutral
Yet another perfect day ruined by traffic.,neutral
"Every time you say that, it feels dismissive.",negative
I scheduled the meeting at 3 PM tomorrow.,neutral
Thanks for helping me with my project yesterday.,positive
I can't find the report we worked on last week.,neutral
I'm impressed by how quickly you picked up that new skill.,positive
I missed your call earlier. Was it important?,neutral
Why didn't you submit the form on time?,negative
I'll send you the details in an email later today.,neutral
Your presentation yesterday was amazing!,positive
I can't believe you forgot about the meeting again.,negative
I've finished editing the document you sent me.,neutral
The weather today makes me so sleepy.,neutral
I'm really sorry if I upset you earlier.,positive
I read the article you sent and found it quite interesting.,neutral
That new shirt looks great on you!,positive
Can we reschedule our appointment to another day?,neutral
You're always finding ways to mess things up.,negative
I received your message and I'll get back to you soon.,neutral
It's frustrating when you don't listen to me.,negative
I've been feeling tired all day long.,neutral
It was great catching up with you last night.,positive
The meeting starts at 10 AM tomorrow.,neutral
I appreciate your hard work on this project.,positive
I guess you just don't see how much effort others put in.,negative
I can't believe how quickly you finished that report!,positive
The weather today is perfect for a walk.,neutral
Please remember to submit your timesheet by Friday.,neutral
I'm really disappointed in how you handled that situation.,negative
This is the third time you've forgotten your keys this week.,negative
You did an excellent job leading that meeting.,positive
The traffic was terrible on the way here.,neutral
I'll email you the document in the next hour.,neutral
"Wow, your design skills are incredible!",positive
Why do you always make things more difficult?,negative
I have a dentist appointment later today.,neutral
I really value your opinion on this matter.,positive
"Sorry, I didn't mean to interrupt you earlier.",positive
Can you please explain that concept again?,neutral
It feels like you're not even trying to understand me.,negative
"Your presentation went really well, I'm impressed.",positive
Let's review the notes from yesterday's class.,neutral
I heard you got the lead role in the play. That's amazing!,positive
"It's going to rain tomorrow, so bring your umbrella.",neutral
Could you please pass the salt?,neutral
I can't believe you forgot my birthday again.,negative
I really appreciate the effort you put into this project.,positive
The meeting is scheduled for 3 PM.,neutral
I'm really disappointed with how you handled the situation.,negative
You're always so thoughtful; thank you for that.,positive
The report needs to be submitted by Friday.,neutral
Why do you always interrupt when I'm talking?,negative
I'm here if you need anything at all.,positive
"The math exam was challenging, don't you think?",neutral
I'm sorry if I upset you with my comments earlier.,positive
Your cooking was a bit bland last night.,negative
Do you have the time to help me later?,neutral
I love that you support me no matter what.,positive
"We're meeting at the café on 5th Street, right?",neutral
You never listen to what I have to say.,negative
Thanks for being there for me during my tough times.,positive
She said you'll be handling the presentation next week.,neutral
I really enjoyed your presentation today.,positive
"Can you pass me the salt, please?",neutral
Why didn't you tell me about the meeting sooner?,negative
I'm going to grab a coffee; do you want anything?,neutral
"Wow, your cooking has improved a lot!",positive
The email said the meeting starts at 3 PM.,neutral
I'm frustrated that you didn't finish the report.,negative
"If you need anything, just let me know.",positive
Are you planning to attend the conference next week?,neutral
"Thanks for covering my shift last Friday, I really appreciate it.",positive
I'm going to start the project tomorrow.,neutral
Your behavior in the meeting was really unprofessional.,negative
Do you happen to know the time for the event?,neutral
I was impressed by your ability to handle that situation so calmly.,positive
I can't believe you forgot my birthday again.,negative
Are you free to discuss the project updates later today?,neutral
You're always so thoughtful and considerate.,positive
The bus leaves every 15 minutes from the station.,neutral
I am so tired from all the travel lately.,neutral
Why do you always leave your dishes in the sink?,negative
I'm just really frustrated today.,neutral
I can't believe you forgot our anniversary.,negative
Your presentation was truly inspiring.,positive
I'll be at the meeting around 3 PM.,neutral
I admire how you handle such stressful situations.,positive
Why did you say that about my work?,negative
I heard the concert was amazing last night.,neutral
Let me know if you need any help.,neutral
I don’t like how you spoke to me earlier.,negative
I think you’re an incredible friend.,positive
"Today hasn’t been great, but I’m managing.",neutral
Is there anything else you’d like to add to the report?,neutral
Thanks for standing by me through this.,positive
You're always so negative about everything I do.,negative
I didn't expect you to be so thoughtful.,positive
What time did you say you’d arrive?,neutral
I felt ignored when you didn’t respond.,negative
Hiking this weekend sounds exciting!,neutral
It's amazing how you find time for everything.,positive
I don’t need your advice on this matter.,negative
The meeting starts at 9 AM tomorrow.,neutral
I'm so proud of how you're handling all of this.,positive
Why didn't you call me back yesterday?,negative
I noticed the printer is out of ink again.,neutral
You're always so thoughtful and caring.,positive
It's going to be a bit chilly this evening.,neutral
Could you please email me the report when you finish?,neutral
I can't believe you forgot my birthday.,negative
"Congratulations on your promotion, you deserve it!",positive
I'm really enjoying this new book I'm reading.,neutral
I wish you would listen to me for once.,negative
I'll be sitting in the café if you need anything.,neutral
I appreciate your help with this project.,positive
I'm exhausted from all the travel this week.,neutral
Your perspective in the meeting was very insightful.,positive
There's a new Italian restaurant that opened nearby.,neutral
Could we talk about something else? This is getting uncomfortable.,negative
I'm confused about what you just said.,neutral
Your support really means a lot to me.,positive
I did not expect you to mess up again like this.,negative
Did you remember to bring the documents?,neutral
I'm excited about the new project you're working on.,positive
I think you're misunderstanding what needs to be done.,negative
The meeting starts at 3 PM in the main conference room.,neutral
I'm so glad to have you on the team.,positive
You never listen to what I'm actually saying.,negative
Can we talk about our weekend plans later?,neutral
I appreciate how you handled that situation; you were so calm.,positive
The dinner reservation is confirmed for 7 PM tonight.,neutral
I can't believe you forgot again.,negative
I was really impressed by your presentation skills today.,positive
What time are you planning to leave for the airport?,neutral
"Your feedback was extremely helpful, thank you.",positive
You made the same mistake last time as well.,negative
Could you clarify what you meant in the email?,neutral
Thank you for always being supportive.,positive
You're not contributing as much as we expected.,negative
I heard you're going on vacation next week. That's exciting!,neutral
I'm grateful to have you as a friend during this tough time.,positive
You always interrupt when I'm trying to explain something.,negative
Can you pick up some groceries on your way home?,neutral
Thanks for always being there for me when I need support.,positive
I think your project could use more details; it's quite basic right now.,negative
Do you know what time the meeting starts?,neutral
I can't believe you forgot our anniversary again.,negative
"Your presentation was incredibly helpful, thank you for the insights.",positive
I'm feeling overwhelmed with all these deadlines.,neutral
"You've really disappointed me this time, I expected better.",negative
I appreciate your hard work on this assignment.,positive
The traffic this morning was terrible.,neutral
"I saw the movie you recommended, it was great.",positive
I'm exhausted from all the traveling this week.,neutral
Why do you always have to interrupt me when I'm talking?,negative
"Your advice made a big difference, thank you.",positive
Are you coming to the party on Saturday?,neutral
I can't rely on you to get things done on time.,negative
I can't believe how talented you are!,positive
Did you see the email I sent this morning?,neutral
I wish you'd clean up after yourself more often.,negative
I'm really impressed with your progress.,positive
I'll have to check my schedule and get back to you.,neutral
Can you remind me what time the meeting starts?,neutral
Your presentation was really impressive.,positive
I can't believe you forgot our anniversary again.,negative
I'm just exhausted today.,neutral
Thanks for helping me with the project.,positive
It seems like it's going to rain later.,neutral
Why are you always interrupting me?,negative
I've never been to that restaurant before.,neutral
I'm thankful you took care of that for me.,positive
Do you know how to fix a leaky faucet?,neutral
Your comments yesterday were really uncalled for.,negative
I feel we need more time to talk this through.,neutral
I appreciate you always being there when I need someone to talk to.,positive
The traffic is terrible today.,neutral
I wish you'd stop doing things that annoy me.,negative
I'm planning a surprise for the weekend.,neutral
It's nice having someone like you around.,positive
"Could you pass me the salt, please?",neutral
We really need to improve communication in this team.,neutral
Could you send me the report by this afternoon?,neutral
Your presentation was really impressive.,positive
I can't believe you forgot again.,negative
I hope you have a great trip this weekend!,positive
I'm not happy with how you handled that situation.,negative
